$T_i$ period,$L_Z^-$ minimum offset-free reaction time,$phase$ offsets min,$L_Z^+$ maximum offset-free reaction time,$phase$ offsets max,diff,is max-harmonic
"[7,4,3,11]",21.000,"[0,0,0,0]",21.000,"[0,0,0,0]",0.000,0
"[7,4,3,12]",17.000,"[0,0,0,0]",22.000,"[0,0,0,5]",5.000,0
"[7,4,4,2]",9.000,"[0,0,0,0]",13.000,"[0,0,3,0]",4.000,0
"[7,4,4,3]",11.000,"[0,0,0,0]",14.000,"[0,0,3,0]",3.000,0
"[7,4,4,4]",9.000,"[0,0,0,0]",15.000,"[0,0,3,2]",6.000,0
"[7,4,4,5]",13.000,"[0,0,0,0]",16.000,"[0,0,3,0]",3.000,0
"[7,4,4,6]",13.000,"[0,0,0,0]",17.000,"[0,0,3,0]",4.000,0
"[7,4,4,7]",9.000,"[0,0,0,3]",18.000,"[0,0,3,5]",9.000,0
"[7,4,4,8]",13.000,"[0,0,0,0]",19.000,"[0,0,3,2]",6.000,0
"[7,4,4,9]",17.000,"[0,0,0,0]",20.000,"[0,0,3,0]",3.000,0
"[7,4,4,10]",17.000,"[0,0,0,0]",21.000,"[0,0,3,0]",4.000,0
"[7,4,4,11]",19.000,"[0,0,0,0]",22.000,"[0,0,3,0]",3.000,0
"[7,4,4,12]",17.000,"[0,0,0,0]",23.000,"[0,0,3,2]",6.000,0
"[7,4,5,2]",13.000,"[0,0,0,0]",14.000,"[0,0,0,1]",1.000,0
"[7,4,5,3]",15.000,"[0,0,0,0]",15.000,"[0,0,0,0]",0.000,0
"[7,4,5,4]",13.000,"[0,0,0,0]",16.000,"[0,0,0,3]",3.000,0
"[7,4,5,5]",13.000,"[0,0,0,0]",17.000,"[0,0,0,4]",4.000,0
"[7,4,5,6]",17.000,"[0,0,0,0]",18.000,"[0,0,0,1]",1.000,0
"[7,4,5,7]",13.000,"[0,0,0,0]",19.000,"[0,0,0,6]",6.000,0
"[7,4,5,8]",17.000,"[0,0,0,0]",20.000,"[0,0,0,3]",3.000,0
"[7,4,5,9]",21.000,"[0,0,0,0]",21.000,"[0,0,0,0]",0.000,0
"[7,4,5,10]",17.000,"[0,0,0,0]",22.000,"[0,0,0,9]",5.000,0
"[7,4,5,11]",23.000,"[0,0,0,0]",23.000,"[0,0,0,0]",0.000,0
"[7,4,5,12]",21.000,"[0,0,0,0]",24.000,"[0,0,0,3]",3.000,0
"[7,4,6,2]",13.000,"[0,0,0,0]",15.000,"[0,0,1,0]",2.000,0
"[7,4,6,3]",13.000,"[0,0,0,0]",16.000,"[0,0,1,0]",3.000,0
"[7,4,6,4]",13.000,"[0,0,0,0]",17.000,"[0,0,1,0]",4.000,0
"[7,4,6,5]",17.000,"[0,0,0,0]",18.000,"[0,0,1,0]",1.000,0
"[7,4,6,6]",13.000,"[0,0,0,0]",19.000,"[0,0,1,0]",6.000,0
"[7,4,6,7]",13.000,"[0,0,0,0]",20.000,"[0,0,1,0]",7.000,0
"[7,4,6,8]",17.000,"[0,0,0,0]",21.000,"[0,0,1,0]",4.000,0
"[7,4,6,9]",19.000,"[0,0,0,0]",22.000,"[0,0,1,0]",3.000,0
"[7,4,6,10]",21.000,"[0,0,0,0]",23.000,"[0,0,1,0]",2.000,0
"[7,4,6,11]",23.000,"[0,0,0,0]",24.000,"[0,0,1,0]",1.000,0
"[7,4,6,12]",17.000,"[0,0,0,0]",25.000,"[0,0,1,0]",8.000,0
"[7,4,7,2]",10.000,"[0,0,3,0]",16.000,"[0,0,2,1]",6.000,0
"[7,4,7,3]",11.000,"[0,0,3,0]",17.000,"[0,0,2,0]",6.000,0
"[7,4,7,4]",12.000,"[0,0,3,0]",18.000,"[0,0,2,1]",6.000,0
"[7,4,7,5]",13.000,"[0,0,3,0]",19.000,"[0,0,2,0]",6.000,0
"[7,4,7,6]",14.000,"[0,0,3,0]",20.000,"[0,0,2,1]",6.000,0
"[7,4,7,7]",9.000,"[0,0,3,3]",21.000,"[0,0,2,1]",12.000,0
"[7,4,7,8]",16.000,"[0,0,3,0]",22.000,"[0,0,2,1]",6.000,0
"[7,4,7,9]",17.000,"[0,0,3,0]",23.000,"[0,0,2,0]",6.000,0
"[7,4,7,10]",18.000,"[0,0,3,0]",24.000,"[0,0,2,1]",6.000,0
"[7,4,7,11]",19.000,"[0,0,3,0]",25.000,"[0,0,2,0]",6.000,0
"[7,4,7,12]",20.000,"[0,0,3,0]",26.000,"[0,0,2,1]",6.000,0
"[7,4,8,2]",13.000,"[0,0,0,0]",17.000,"[0,0,3,0]",4.000,0
"[7,4,8,3]",15.000,"[0,0,0,0]",18.000,"[0,0,3,0]",3.000,0
"[7,4,8,4]",13.000,"[0,0,0,0]",19.000,"[0,0,3,2]",6.000,0
"[7,4,8,5]",17.000,"[0,0,0,0]",20.000,"[0,0,3,0]",3.000,0
"[7,4,8,6]",17.000,"[0,0,0,0]",21.000,"[0,0,3,0]",4.000,0
"[7,4,8,7]",13.000,"[0,0,0,0]",22.000,"[0,0,3,2]",9.000,0
"[7,4,8,8]",13.000,"[0,0,0,0]",23.000,"[0,0,3,2]",10.000,0
"[7,4,8,9]",21.000,"[0,0,0,0]",24.000,"[0,0,3,0]",3.000,0
"[7,4,8,10]",21.000,"[0,0,0,0]",25.000,"[0,0,3,0]",4.000,0
"[7,4,8,11]",23.000,"[0,0,0,0]",26.000,"[0,0,3,0]",3.000,0
"[7,4,8,12]",21.000,"[0,0,0,0]",27.000,"[0,0,3,2]",6.000,0
"[7,4,9,2]",17.000,"[0,0,0,0]",18.000,"[0,0,0,1]",1.000,0
"[7,4,9,3]",17.000,"[0,0,0,0]",19.000,"[0,0,0,2]",2.000,0
"[7,4,9,4]",17.000,"[0,0,0,0]",20.000,"[0,0,0,3]",3.000,0
"[7,4,9,5]",21.000,"[0,0,0,0]",21.000,"[0,0,0,0]",0.000,0
"[7,4,9,6]",19.000,"[0,0,0,0]",22.000,"[0,0,0,5]",3.000,0
"[7,4,9,7]",17.000,"[0,0,0,4]",23.000,"[0,0,0,3]",6.000,0
"[7,4,9,8]",21.000,"[0,0,0,0]",24.000,"[0,0,0,3]",3.000,0
"[7,4,9,9]",17.000,"[0,0,0,0]",25.000,"[0,0,0,8]",8.000,0
"[7,4,9,10]",25.000,"[0,0,0,0]",26.000,"[0,0,0,1]",1.000,0
"[7,4,9,11]",27.000,"[0,0,0,0]",27.000,"[0,0,0,0]",0.000,0
"[7,4,9,12]",23.000,"[0,0,0,6]",28.000,"[0,0,0,11]",5.000,0
"[7,4,10,2]",17.000,"[0,0,0,0]",19.000,"[0,0,1,0]",2.000,0
"[7,4,10,3]",19.000,"[0,0,0,0]",20.000,"[0,0,1,0]",1.000,0
"[7,4,10,4]",17.000,"[0,0,0,0]",21.000,"[0,0,1,0]",4.000,0
"[7,4,10,5]",17.000,"[0,0,0,0]",22.000,"[0,0,1,0]",5.000,0
"[7,4,10,6]",21.000,"[0,0,0,0]",23.000,"[0,0,1,0]",2.000,0
"[7,4,10,7]",17.000,"[0,0,0,4]",24.000,"[0,0,1,4]",7.000,0
"[7,4,10,8]",21.000,"[0,0,0,0]",25.000,"[0,0,1,0]",4.000,0
"[7,4,10,9]",25.000,"[0,0,0,0]",26.000,"[0,0,1,0]",1.000,0
"[7,4,10,10]",17.000,"[0,0,0,0]",27.000,"[0,0,1,0]",10.000,0
"[7,4,10,11]",27.000,"[0,0,0,0]",28.000,"[0,0,1,0]",1.000,0
"[7,4,10,12]",25.000,"[0,0,0,0]",29.000,"[0,0,1,0]",4.000,0
"[7,4,11,2]",19.000,"[0,0,0,0]",20.000,"[0,0,0,1]",1.000,0
"[7,4,11,3]",21.000,"[0,0,0,0]",21.000,"[0,0,0,0]",0.000,0
"[7,4,11,4]",19.000,"[0,0,0,2]",22.000,"[0,0,0,1]",3.000,0
"[7,4,11,5]",23.000,"[0,0,0,0]",23.000,"[0,0,0,0]",0.000,0
"[7,4,11,6]",23.000,"[0,0,0,0]",24.000,"[0,0,0,1]",1.000,0
"[7,4,11,7]",19.000,"[0,0,0,6]",25.000,"[0,0,0,5]",6.000,0
"[7,4,11,8]",23.000,"[0,0,0,2]",26.000,"[0,0,0,1]",3.000,0
"[7,4,11,9]",27.000,"[0,0,0,0]",27.000,"[0,0,0,0]",0.000,0
"[7,4,11,10]",27.000,"[0,0,0,0]",28.000,"[0,0,0,1]",1.000,0
"[7,4,11,11]",19.000,"[0,0,0,0]",29.000,"[0,0,0,10]",10.000,0
"[7,4,11,12]",27.000,"[0,0,0,2]",30.000,"[0,0,0,1]",3.000,0
"[7,4,12,2]",17.000,"[0,0,0,0]",21.000,"[0,0,3,0]",4.000,0
"[7,4,12,3]",17.000,"[0,0,0,0]",22.000,"[0,0,3,2]",5.000,0
"[7,4,12,4]",17.000,"[0,0,0,0]",23.000,"[0,0,3,2]",6.000,0
"[7,4,12,5]",21.000,"[0,0,0,0]",24.000,"[0,0,3,0]",3.000,0
"[7,4,12,6]",17.000,"[0,0,0,0]",25.000,"[0,0,3,2]",8.000,0
"[7,4,12,7]",17.000,"[0,0,0,4]",26.000,"[0,0,3,6]",9.000,0
"[7,4,12,8]",21.000,"[0,0,0,0]",27.000,"[0,0,3,2]",6.000,0
"[7,4,12,9]",23.000,"[0,0,0,0]",28.000,"[0,0,3,2]",5.000,0
"[7,4,12,10]",25.000,"[0,0,0,0]",29.000,"[0,0,3,0]",4.000,0
"[7,4,12,11]",27.000,"[0,0,0,0]",30.000,"[0,0,3,0]",3.000,0
"[7,4,12,12]",17.000,"[0,0,0,0]",31.000,"[0,0,3,2]",14.000,0
"[7,5,2,2]",11.000,"[0,0,0,0]",12.000,"[0,0,0,1]",1.000,0
"[7,5,2,3]",13.000,"[0,0,0,0]",13.000,"[0,0,0,0]",0.000,0
"[7,5,2,4]",13.000,"[0,0,0,0]",14.000,"[0,0,0,1]",1.000,0
"[7,5,2,5]",11.000,"[0,0,0,1]",15.000,"[0,0,0,0]",4.000,0
"[7,5,2,6]",15.000,"[0,0,0,0]",16.000,"[0,0,0,1]",1.000,0
"[7,5,2,7]",11.000,"[0,0,0,5]",17.000,"[0,0,0,4]",6.000,0
"[7,5,2,8]",17.000,"[0,0,0,0]",18.000,"[0,0,0,1]",1.000,0
"[7,5,2,9]",19.000,"[0,0,0,0]",19.000,"[0,0,0,0]",0.000,0
"[7,5,2,10]",15.000,"[0,0,0,0]",20.000,"[0,0,0,5]",5.000,0
"[7,5,2,11]",21.000,"[0,0,0,0]",21.000,"[0,0,0,0]",0.000,0
"[7,5,2,12]",21.000,"[0,0,0,0]",22.000,"[0,0,0,1]",1.000,0
"[7,5,3,2]",13.000,"[0,0,0,0]",13.000,"[0,0,0,0]",0.000,0
"[7,5,3,3]",12.000,"[0,0,0,0]",14.000,"[0,0,0,2]",2.000,0
"[7,5,3,4]",15.000,"[0,0,0,0]",15.000,"[0,0,0,0]",0.000,0
"[7,5,3,5]",12.000,"[0,0,0,2]",16.000,"[0,0,0,1]",4.000,0
"[7,5,3,6]",15.000,"[0,0,0,0]",17.000,"[0,0,0,2]",2.000,0
"[7,5,3,7]",12.000,"[0,0,0,6]",18.000,"[0,0,0,5]",6.000,0
"[7,5,3,8]",19.000,"[0,0,0,0]",19.000,"[0,0,0,0]",0.000,0
"[7,5,3,9]",18.000,"[0,0,0,0]",20.000,"[0,0,0,2]",2.000,0
"[7,5,3,10]",17.000,"[0,0,0,2]",21.000,"[0,0,0,1]",4.000,0
"[7,5,3,11]",22.000,"[0,0,0,0]",22.000,"[0,0,0,0]",0.000,0
"[7,5,3,12]",21.000,"[0,0,0,0]",23.000,"[0,0,0,2]",2.000,0
"[7,5,4,2]",13.000,"[0,0,0,0]",14.000,"[0,0,0,1]",1.000,0
"[7,5,4,3]",15.000,"[0,0,0,0]",15.000,"[0,0,0,0]",0.000,0
"[7,5,4,4]",13.000,"[0,0,0,0]",16.000,"[0,0,0,3]",3.000,0
"[7,5,4,5]",13.000,"[0,0,0,3]",17.000,"[0,0,0,2]",4.000,0
"[7,5,4,6]",17.000,"[0,0,0,0]",18.000,"[0,0,0,1]",1.000,0
"[7,5,4,7]",13.000,"[0,0,0,0]",19.000,"[0,0,0,6]",6.000,0
"[7,5,4,8]",17.000,"[0,0,0,0]",20.000,"[0,0,0,3]",3.000,0
"[7,5,4,9]",21.000,"[0,0,0,0]",21.000,"[0,0,0,0]",0.000,0
"[7,5,4,10]",17.000,"[0,0,0,2]",22.000,"[0,0,0,7]",5.000,0
"[7,5,4,11]",23.000,"[0,0,0,0]",23.000,"[0,0,0,0]",0.000,0
"[7,5,4,12]",21.000,"[0,0,0,0]",24.000,"[0,0,0,3]",3.000,0
"[7,5,5,2]",11.000,"[0,0,0,0]",15.000,"[0,0,4,0]",4.000,0
"[7,5,5,3]",12.000,"[0,0,0,0]",16.000,"[0,0,4,0]",4.000,0
"[7,5,5,4]",13.000,"[0,0,0,0]",17.000,"[0,0,4,0]",4.000,0
"[7,5,5,5]",10.000,"[0,0,0,0]",18.000,"[0,0,4,3]",8.000,0
"[7,5,5,6]",15.000,"[0,0,0,0]",19.000,"[0,0,4,0]",4.000,0
"[7,5,5,7]",10.000,"[0,0,0,4]",20.000,"[0,0,4,0]",10.000,0
"[7,5,5,8]",17.000,"[0,0,0,0]",21.000,"[0,0,4,0]",4.000,0
"[7,5,5,9]",18.000,"[0,0,0,0]",22.000,"[0,0,4,0]",4.000,0
"[7,5,5,10]",15.000,"[0,0,0,0]",23.000,"[0,0,4,3]",8.000,0
"[7,5,5,11]",20.000,"[0,0,0,0]",24.000,"[0,0,4,0]",4.000,0
"[7,5,5,12]",21.000,"[0,0,0,0]",25.000,"[0,0,4,0]",4.000,0
"[7,5,6,2]",15.000,"[0,0,0,0]",16.000,"[0,0,0,1]",1.000,0
"[7,5,6,3]",15.000,"[0,0,0,0]",17.000,"[0,0,0,2]",2.000,0
"[7,5,6,4]",17.000,"[0,0,0,0]",18.000,"[0,0,0,1]",1.000,0
"[7,5,6,5]",15.000,"[0,0,0,0]",19.000,"[0,0,0,4]",4.000,0
"[7,5,6,6]",15.000,"[0,0,0,0]",20.000,"[0,0,0,5]",5.000,0
"[7,5,6,7]",15.000,"[0,0,0,2]",21.000,"[0,0,0,1]",6.000,0
"[7,5,6,8]",21.000,"[0,0,0,0]",22.000,"[0,0,0,1]",1.000,0
"[7,5,6,9]",21.000,"[0,0,0,0]",23.000,"[0,0,0,2]",2.000,0
"[7,5,6,10]",19.000,"[0,0,0,4]",24.000,"[0,0,0,9]",5.000,0
"[7,5,6,11]",25.000,"[0,0,0,0]",25.000,"[0,0,0,0]",0.000,0
"[7,5,6,12]",21.000,"[0,0,0,0]",26.000,"[0,0,0,5]",5.000,0
"[7,5,7,2]",11.000,"[0,0,4,0]",17.000,"[0,0,3,0]",6.000,0
"[7,5,7,3]",12.000,"[0,0,4,0]",18.000,"[0,0,3,0]",6.000,0
"[7,5,7,4]",13.000,"[0,0,4,0]",19.000,"[0,0,3,0]",6.000,0
"[7,5,7,5]",14.000,"[0,0,4,0]",20.000,"[0,0,3,0]",6.000,0
"[7,5,7,6]",15.000,"[0,0,4,0]",21.000,"[0,0,3,0]",6.000,0
"[7,5,7,7]",10.000,"[0,0,4,4]",22.000,"[0,0,3,2]",12.000,0
"[7,5,7,8]",17.000,"[0,0,4,0]",23.000,"[0,0,3,0]",6.000,0
"[7,5,7,9]",18.000,"[0,0,4,0]",24.000,"[0,0,3,0]",6.000,0
"[7,5,7,10]",19.000,"[0,0,4,0]",25.000,"[0,0,3,0]",6.000,0
"[7,5,7,11]",20.000,"[0,0,4,0]",26.000,"[0,0,3,0]",6.000,0
"[7,5,7,12]",21.000,"[0,0,4,0]",27.000,"[0,0,3,0]",6.000,0
"[7,5,8,2]",17.000,"[0,0,0,0]",18.000,"[0,0,0,1]",1.000,0
"[7,5,8,3]",19.000,"[0,0,0,0]",19.000,"[0,0,0,0]",0.000,0
"[7,5,8,4]",17.000,"[0,0,0,0]",20.000,"[0,0,0,3]",3.000,0
"[7,5,8,5]",17.000,"[0,0,0,2]",21.000,"[0,0,0,1]",4.000,0
"[7,5,8,6]",21.000,"[0,0,0,0]",22.000,"[0,0,0,1]",1.000,0
"[7,5,8,7]",17.000,"[0,0,0,4]",23.000,"[0,0,0,3]",6.000,0
"[7,5,8,8]",17.000,"[0,0,0,0]",24.000,"[0,0,0,7]",7.000,0
"[7,5,8,9]",25.000,"[0,0,0,0]",25.000,"[0,0,0,0]",0.000,0
"[7,5,8,10]",21.000,"[0,0,0,6]",26.000,"[0,0,0,1]",5.000,0
"[7,5,8,11]",27.000,"[0,0,0,0]",27.000,"[0,0,0,0]",0.000,0
"[7,5,8,12]",25.000,"[0,0,0,0]",28.000,"[0,0,0,3]",3.000,0
"[7,5,9,2]",19.000,"[0,0,0,0]",19.000,"[0,0,0,0]",0.000,0
"[7,5,9,3]",18.000,"[0,0,0,0]",20.000,"[0,0,0,2]",2.000,0
"[7,5,9,4]",21.000,"[0,0,0,0]",21.000,"[0,0,0,0]",0.000,0
"[7,5,9,5]",18.000,"[0,0,0,3]",22.000,"[0,0,0,2]",4.000,0
"[7,5,9,6]",21.000,"[0,0,0,0]",23.000,"[0,0,0,2]",2.000,0
"[7,5,9,7]",18.000,"[0,0,0,5]",24.000,"[0,0,0,4]",6.000,0
"[7,5,9,8]",25.000,"[0,0,0,0]",25.000,"[0,0,0,0]",0.000,0
"[7,5,9,9]",18.000,"[0,0,0,0]",26.000,"[0,0,0,8]",8.000,0
"[7,5,9,10]",23.000,"[0,0,0,3]",27.000,"[0,0,0,2]",4.000,0
"[7,5,9,11]",28.000,"[0,0,0,0]",28.000,"[0,0,0,0]",0.000,0
"[7,5,9,12]",27.000,"[0,0,0,0]",29.000,"[0,0,0,2]",2.000,0
"[7,5,10,2]",15.000,"[0,0,0,0]",20.000,"[0,0,4,1]",5.000,0
"[7,5,10,3]",17.000,"[0,0,0,0]",21.000,"[0,0,4,0]",4.000,0
"[7,5,10,4]",17.000,"[0,0,0,0]",22.000,"[0,0,4,1]",5.000,0
"[7,5,10,5]",15.000,"[0,0,0,0]",23.000,"[0,0,4,3]",8.000,0
"[7,5,10,6]",19.000,"[0,0,0,0]",24.000,"[0,0,4,1]",5.000,0
"[7,5,10,7]",15.000,"[0,0,0,2]",25.000,"[0,0,4,5]",10.000,0
"[7,5,10,8]",21.000,"[0,0,0,0]",26.000,"[0,0,4,1]",5.000,0
"[7,5,10,9]",23.000,"[0,0,0,0]",27.000,"[0,0,4,0]",4.000,0
"[7,5,10,10]",15.000,"[0,0,0,0]",28.000,"[0,0,4,3]",13.000,0
"[7,5,10,11]",25.000,"[0,0,0,0]",29.000,"[0,0,4,0]",4.000,0
"[7,5,10,12]",25.000,"[0,0,0,0]",30.000,"[0,0,4,1]",5.000,0
"[7,5,11,2]",21.000,"[0,0,0,0]",21.000,"[0,0,0,0]",0.000,0
"[7,5,11,3]",22.000,"[0,0,0,0]",22.000,"[0,0,0,0]",0.000,0
"[7,5,11,4]",23.000,"[0,0,0,0]",23.000,"[0,0,0,0]",0.000,0
"[7,5,11,5]",20.000,"[0,0,0,0]",24.000,"[0,0,0,4]",4.000,0
"[7,5,11,6]",25.000,"[0,0,0,0]",25.000,"[0,0,0,0]",0.000,0
"[7,5,11,7]",20.000,"[0,0,0,0]",26.000,"[0,0,0,6]",6.000,0
"[7,5,11,8]",27.000,"[0,0,0,0]",27.000,"[0,0,0,0]",0.000,0
"[7,5,11,9]",28.000,"[0,0,0,0]",28.000,"[0,0,0,0]",0.000,0
"[7,5,11,10]",25.000,"[0,0,0,0]",29.000,"[0,0,0,4]",4.000,0
"[7,5,11,11]",20.000,"[0,0,0,0]",30.000,"[0,0,0,10]",10.000,0
"[7,5,11,12]",31.000,"[0,0,0,0]",31.000,"[0,0,0,0]",0.000,0
"[7,5,12,2]",21.000,"[0,0,0,0]",22.000,"[0,0,0,1]",1.000,0
"[7,5,12,3]",21.000,"[0,0,0,0]",23.000,"[0,0,0,2]",2.000,0
"[7,5,12,4]",21.000,"[0,0,0,0]",24.000,"[0,0,0,3]",3.000,0
"[7,5,12,5]",21.000,"[0,0,0,1]",25.000,"[0,0,0,0]",4.000,0
"[7,5,12,6]",21.000,"[0,0,0,0]",26.000,"[0,0,0,5]",5.000,0
"[7,5,12,7]",21.000,"[0,0,0,1]",27.000,"[0,0,0,0]",6.000,0
"[7,5,12,8]",25.000,"[0,0,0,0]",28.000,"[0,0,0,3]",3.000,0
"[7,5,12,9]",27.000,"[0,0,0,0]",29.000,"[0,0,0,2]",2.000,0
"[7,5,12,10]",25.000,"[0,0,0,0]",30.000,"[0,0,0,5]",5.000,0
"[7,5,12,11]",31.000,"[0,0,0,0]",31.000,"[0,0,0,0]",0.000,0
"[7,5,12,12]",21.000,"[0,0,0,0]",32.000,"[0,0,0,11]",11.000,0
"[7,6,2,2]",11.000,"[0,0,0,0]",13.000,"[0,0,1,0]",2.000,0
"[7,6,2,3]",11.000,"[0,0,0,0]",14.000,"[0,0,1,0]",3.000,0
"[7,6,2,4]",13.000,"[0,0,0,0]",15.000,"[0,0,1,0]",2.000,0
"[7,6,2,5]",15.000,"[0,0,0,0]",16.000,"[0,0,1,0]",1.000,0
"[7,6,2,6]",11.000,"[0,0,0,0]",17.000,"[0,0,1,0]",6.000,0
"[7,6,2,7]",11.000,"[0,0,0,5]",18.000,"[0,0,1,5]",7.000,0
"[7,6,2,8]",17.000,"[0,0,0,0]",19.000,"[0,0,1,0]",2.000,0
"[7,6,2,9]",17.000,"[0,0,0,0]",20.000,"[0,0,1,0]",3.000,0
"[7,6,2,10]",19.000,"[0,0,0,0]",21.000,"[0,0,1,0]",2.000,0
"[7,6,2,11]",21.000,"[0,0,0,0]",22.000,"[0,0,1,0]",1.000,0
"[7,6,2,12]",17.000,"[0,0,0,0]",23.000,"[0,0,1,0]",6.000,0
"[7,6,3,2]",11.000,"[0,0,0,0]",14.000,"[0,0,2,1]",3.000,0
"[7,6,3,3]",11.000,"[0,0,0,0]",15.000,"[0,0,2,1]",4.000,0
"[7,6,3,4]",13.000,"[0,0,0,0]",16.000,"[0,0,2,1]",3.000,0
"[7,6,3,5]",15.000,"[0,0,0,0]",17.000,"[0,0,2,0]",2.000,0
"[7,6,3,6]",11.000,"[0,0,0,0]",18.000,"[0,0,2,1]",7.000,0
"[7,6,3,7]",11.000,"[0,0,0,5]",19.000,"[0,0,2,6]",8.000,0
"[7,6,3,8]",17.000,"[0,0,0,0]",20.000,"[0,0,2,1]",3.000,0
"[7,6,3,9]",17.000,"[0,0,0,0]",21.000,"[0,0,2,1]",4.000,0
"[7,6,3,10]",19.000,"[0,0,0,0]",22.000,"[0,0,2,1]",3.000,0
"[7,6,3,11]",21.000,"[0,0,0,0]",23.000,"[0,0,2,0]",2.000,0
"[7,6,3,12]",17.000,"[0,0,0,0]",24.000,"[0,0,2,1]",7.000,0
"[7,6,4,2]",13.000,"[0,0,0,0]",15.000,"[0,0,1,0]",2.000,0
"[7,6,4,3]",13.000,"[0,0,0,2]",16.000,"[0,0,1,2]",3.000,0
"[7,6,4,4]",13.000,"[0,0,0,0]",17.000,"[0,0,1,0]",4.000,0
"[7,6,4,5]",17.000,"[0,0,0,0]",18.000,"[0,0,1,0]",1.000,0
"[7,6,4,6]",13.000,"[0,0,0,2]",19.000,"[0,0,1,2]",6.000,0
"[7,6,4,7]",13.000,"[0,0,0,0]",20.000,"[0,0,1,0]",7.000,0
"[7,6,4,8]",17.000,"[0,0,0,0]",21.000,"[0,0,1,0]",4.000,0
"[7,6,4,9]",19.000,"[0,0,0,2]",22.000,"[0,0,1,2]",3.000,0
"[7,6,4,10]",21.000,"[0,0,0,0]",23.000,"[0,0,1,0]",2.000,0
"[7,6,4,11]",23.000,"[0,0,0,0]",24.000,"[0,0,1,0]",1.000,0
"[7,6,4,12]",17.000,"[0,0,0,0]",25.000,"[0,0,1,8]",8.000,0
"[7,6,5,2]",15.000,"[0,0,0,0]",16.000,"[0,0,0,1]",1.000,0
"[7,6,5,3]",15.000,"[0,0,0,1]",17.000,"[0,0,0,0]",2.000,0
"[7,6,5,4]",17.000,"[0,0,0,0]",18.000,"[0,0,0,1]",1.000,0
"[7,6,5,5]",15.000,"[0,0,0,0]",19.000,"[0,0,0,4]",4.000,0
"[7,6,5,6]",15.000,"[0,0,0,4]",20.000,"[0,0,0,3]",5.000,0
"[7,6,5,7]",15.000,"[0,0,0,2]",21.000,"[0,0,0,1]",6.000,0
"[7,6,5,8]",21.000,"[0,0,0,0]",22.000,"[0,0,0,1]",1.000,0
"[7,6,5,9]",21.000,"[0,0,0,1]",23.000,"[0,0,0,0]",2.000,0
"[7,6,5,10]",19.000,"[0,0,0,0]",24.000,"[0,0,0,9]",5.000,0
"[7,6,5,11]",25.000,"[0,0,0,0]",25.000,"[0,0,0,0]",0.000,0
"[7,6,5,12]",21.000,"[0,0,0,4]",26.000,"[0,0,0,3]",5.000,0
"[7,6,6,2]",11.000,"[0,0,0,0]",17.000,"[0,0,5,0]",6.000,0
"[7,6,6,3]",11.000,"[0,0,0,0]",18.000,"[0,0,5,1]",7.000,0
"[7,6,6,4]",13.000,"[0,0,0,0]",19.000,"[0,0,5,0]",6.000,0
"[7,6,6,5]",15.000,"[0,0,0,0]",20.000,"[0,0,5,0]",5.000,0
"[7,6,6,6]",11.000,"[0,0,0,0]",21.000,"[0,0,5,4]",10.000,0
"[7,6,6,7]",11.000,"[0,0,0,5]",22.000,"[0,0,5,2]",11.000,0
"[7,6,6,8]",17.000,"[0,0,0,0]",23.000,"[0,0,5,0]",6.000,0
"[7,6,6,9]",17.000,"[0,0,0,0]",24.000,"[0,0,5,1]",7.000,0
"[7,6,6,10]",19.000,"[0,0,0,0]",25.000,"[0,0,5,0]",6.000,0
"[7,6,6,11]",21.000,"[0,0,0,0]",26.000,"[0,0,5,0]",5.000,0
"[7,6,6,12]",17.000,"[0,0,0,0]",27.000,"[0,0,5,4]",10.000,0
"[7,6,7,2]",12.000,"[0,0,5,0]",18.000,"[0,0,4,1]",6.000,0
"[7,6,7,3]",13.000,"[0,0,5,0]",19.000,"[0,0,4,2]",6.000,0
"[7,6,7,4]",14.000,"[0,0,5,0]",20.000,"[0,0,4,1]",6.000,0
"[7,6,7,5]",15.000,"[0,0,5,0]",21.000,"[0,0,4,0]",6.000,0
"[7,6,7,6]",16.000,"[0,0,5,0]",22.000,"[0,0,4,5]",6.000,0
"[7,6,7,7]",11.000,"[0,0,5,5]",23.000,"[0,0,4,3]",12.000,0
"[7,6,7,8]",18.000,"[0,0,5,0]",24.000,"[0,0,4,1]",6.000,0
"[7,6,7,9]",19.000,"[0,0,5,0]",25.000,"[0,0,4,2]",6.000,0
"[7,6,7,10]",20.000,"[0,0,5,0]",26.000,"[0,0,4,1]",6.000,0
"[7,6,7,11]",21.000,"[0,0,5,0]",27.000,"[0,0,4,0]",6.000,0
"[7,6,7,12]",22.000,"[0,0,5,0]",28.000,"[0,0,4,5]",6.000,0
"[7,6,8,2]",17.000,"[0,0,0,0]",19.000,"[0,0,1,0]",2.000,0
"[7,6,8,3]",17.000,"[0,0,0,0]",20.000,"[0,0,1,0]",3.000,0
"[7,6,8,4]",17.000,"[0,0,0,0]",21.000,"[0,0,1,0]",4.000,0
"[7,6,8,5]",21.000,"[0,0,0,0]",22.000,"[0,0,1,0]",1.000,0
"[7,6,8,6]",17.000,"[0,0,0,0]",23.000,"[0,0,1,0]",6.000,0
"[7,6,8,7]",17.000,"[0,0,0,4]",24.000,"[0,0,1,4]",7.000,0
"[7,6,8,8]",17.000,"[0,0,0,0]",25.000,"[0,0,1,0]",8.000,0
"[7,6,8,9]",23.000,"[0,0,0,0]",26.000,"[0,0,1,0]",3.000,0
